title,company,location,salary_min,salary_max,category,description,created,redirect_url
Solution Architect - Cloud Infra / Network / Digital Workplace,Publicis Sapient,"Bangalore, Karnataka",,,IT Jobs,"We are seeking a seasoned Solution Architect to lead complex managed services pursuits specifically for network. Lead the design and solutioning of scalable, secure, and cost-optimized cloud and infrastructure solutions, with strong capability in responding to RFPs, shaping large deals, and driving ",2026-06-10T08:06:46Z,https://www.adzuna.in/land/ad/5757951731?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=0AE5C3F11F8A9E15E713CBC42358522475A3218E
GRC Archer Consultant,NuSummit Cybersecurity,"Bangalore, Karnataka",,,IT Jobs,"Qualification Required: BE/ B.Tech/ M.Tech/ MSc/ MCA/MS Experience: 3-6 years Location-Bangalore-Hebbal Experience Minimum of 3 Years’ experience in the respective field experience- RSA Archer Administration. Good experience of implementation, commissioning and enhancement of modules of GRC Product ",2026-05-20T11:22:06Z,https://www.adzuna.in/land/ad/5734856042?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=A891CC74D79B04653502B62A2F4EDB1CB810E255
ETL Developer- Ab Initio,Tata Consultancy Services,"Chennai, Tamil Nadu",,,IT Jobs,"Role- Ab initio Developer Year of Experience- 4 to 15 years Location- Chennai / Hyderabad Required skill set-Ab initio, python, SQL, Kafka, KSQL Job Requirements *Responsible for designing, developing, and supporting real‑time streaming data pipelines using Ab Initio Batch and Continuous Flows .Desi",2026-06-16T09:31:54Z,https://www.adzuna.in/land/ad/5765034852?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=F48351B0709359B711957F10F077CF5A8C89A3F6
"Senior Instructor - Data Science, ML & GenAI",AlgoTutor,"Jalandhar, Punjab",,,IT Jobs,"AlgoTutor is a next-generation EdTech company dedicated to on-campus upskilling and career readiness for engineering students. We work closely with colleges to deliver structured, placement-driven training programs that align with real industry needs. Founded by engineers from J.P. Morgan and Micros",2026-06-16T09:30:13Z,https://www.adzuna.in/land/ad/5765034276?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=BE3C43A143199165EFA840C6762EDB4E4C68CB90
Senior Signal Integrity Engineer,Cadence,"Hyderabad, Telangana",,,Engineering Jobs,About the Company Cadence Hyderabad is Hiring for Signal Integrity / Power Integrity Engineer. We are looking for a highly motivated Signal Integrity (SI) / Power Integrity (PI) Engineer who is passionate about deep technical problem‑solving and collaborative engineering. The ideal candidate will co,2026-05-23T17:56:48Z,https://www.adzuna.in/land/ad/5738790208?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=DC6055439B394756B7C9A02678FCDE37A4CAB351
AI ML Architect,InfoVision Inc.,"Bangalore, Karnataka",,,IT Jobs,"Experience: 8 to 14 Years Location: Bangalore, Pune Immediate joiners Job Details Roles & Responsibilities Architect end-to-end ML systems covering data ingestion, feature engineering, model training, deployment, and monitoring. Design scalable ML pipelines for classical ML, deep learning, and GenAI",2026-06-01T10:17:10Z,https://www.adzuna.in/land/ad/5747036948?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=9D4FD7F622F0D40A4812205AE53F638CFBBFD564
Curriculum Developer - Math Subject Matter Expert,LogIQids,"Parel, Mumbai",,,Teaching Jobs,"Company Description: LogIQids, an IIT-IIM alumni initiative, is a fast-growing EdTech company focused on developing critical 21st-century skills in K-9 students. Since 2016, we have partnered with 2,000 schools across India and the UAE, creating meaningful educational impact at the primary school le",2026-06-09T07:54:24Z,https://www.adzuna.in/land/ad/5756811656?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=71A6D3975AC5737A08DE6F14EA1EDE886C2B52ED
Project Management Specialist,CRAMSN RESEARCH PARK,"Hyderabad, Telangana",,,Admin Jobs,"Department: Project Management - CDMO / CMO Location: CRAMSN Research Park (R&D Center), Pashamylaram, Patancheru, Hyderabad. Experiance : 5 to 10 Years Key Responsibilities: · Support Project Managers in planning, coordinating, andtracking project activities. · Assist in preparing project timelines",2026-06-15T01:06:52Z,https://www.adzuna.in/land/ad/5763757045?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=F0E50AC945F72B2FEC4618435AC717D7250AB535
Sales Engineer,Indserv Pune Private Limited,India,,,Sales Jobs,"Company Description Indserv Pune Private Limited is an established service provider specializing in delivering innovative industrial heating services comprising of INDUSTRIAL BURNERS , heat exchangers and energy efficiency solutions . We are committed to excellence in service quality, reliability, a",2026-05-20T11:22:10Z,https://www.adzuna.in/land/ad/5734856071?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=C9E614C33D530D95B02F8B570F90482BE66CBC62
Cisco-sdn-network-administration,LTM,"Noida, Ghaziabad",,,IT Jobs,Primary Skill Expertise in implementation and management of enterprisescale Cisco SDLAN and SDWAN solutions including advanced proficiency in switching routing and endtoend LAN WAN network management The candidate must demonstrate handson experience with Cisco network technologies ensuring secure re,2026-05-28T18:22:22Z,https://www.adzuna.in/land/ad/5743507752?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=EDEAB761E20DAAEF455397E4107F57B3E946D2EF
SIEM Engineer @ Mumbai,Quess IT Staffing,"Mumbai, Maharashtra",,,IT Jobs,Position: SIEM Engineer Location: Mumbai Duration: Contract to Hire Job Description: LogRhythm · Linux · Windows Server · MSSQL · Pipelines · SIEM,2026-06-13T10:52:23Z,https://www.adzuna.in/land/ad/5762134267?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=76C8C1DF4109C79713C3FAF9892B6AE22B746638
Oracle Database Administrator,Tata Consultancy Services,"Kolkata, West Bengal",,,IT Jobs,Greetings from TCS Recruitment Team! *Face to Face* For all those Oracle Database Administrator we are coming bigger with the plan of Walk In Drive on 23rd-May-2026 (Saturday) in Kolkata It is a Face to Face interview planned to attract great Talents in Oracle Database Administrator. We believe that,2026-05-20T07:25:35Z,https://www.adzuna.in/land/ad/5734684673?se=pJoDdI1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=477F2FB31221BEBF3297128EF113A4EA7710EC8E
Corporate sales- Employee Benefit Practice,Anand Rathi Insurance Brokers Ltd,"Delhi, India",,,Sales Jobs,"Role Purpose The purpose of the Corporate Sales- Employee Benefit Practice Role is to drive business growth in Employee benefit practice by actively engaging with corporate clients, understanding their risk profiles, and offering insurance solutions that align with their business objectives. The rol",2026-05-24T17:52:03Z,https://www.adzuna.in/land/ad/5739765507?se=pJoDdI1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=B7109C2555AD0D14FB65B3438A64FB6DC4E94E9B
OT Security Engineer Intern,Cyberintelsys Consulting Services Private Limited,"Chennai, Tamil Nadu",,,Engineering Jobs,"OT Security Engineer Intern Location: Bangalore, Karnataka, India About the Role Cyberintelsys is seeking a motivated OT Security Engineer Intern to support cybersecurity activities across Industrial Control Systems (ICS), SCADA environments, and Operational Technology (OT) networks. The intern will",2026-06-15T15:26:35Z,https://www.adzuna.in/land/ad/5764244897?se=pJoDdI1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=5C91397FDC04574538B431965A6D15E4B38DB99E
Anti-Money Laundering Specialist,Tata Consultancy Services,"Chennai, Tamil Nadu",,,Consultancy Jobs,Direct Walk-In Opportunity for AML- Transaction Monitoring at Tata Consultancy Services @TCS Chennai on 23rd May 2026  Note: Candidates with relevant experience can directly attend the interview. Please go through the norms below before you attend. Job Role: AML- Transaction Monitoring  Walk in Driv,2026-05-21T17:32:53Z,https://www.adzuna.in/land/ad/5736367971?se=pJoDdI1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=1E6563306A13370B08802A0845175CB32CA7EEBA
Account Coordinator - Client Services,Premiere Digital Services,India,,,Customer Services Jobs,The Account Coordinator is vital to the Client Services department as the customer contact and liaison for order management. The Account Coordinator focuses on Customer Management and on fulfilling the customer's orders. They are responsible for working with production to ensure the customers' order,2026-05-15T09:20:27Z,https://www.adzuna.in/land/ad/5730010722?se=pJoDdI1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=19956CC9BDCD72186C20413E795FB44A77E3272D
Senior Associate - US Tax (Ahmedabad/Hyderabad),Sikich India,"Ahmedabad, Gujarat",,,Accounting & Finance Jobs,"Sikich is seeking a Tax Senior Associate with 5-7 years of experience. The ideal candidate must have experience in US GAAP general accounting. The candidate will be collecting tax forms and tracking client paperwork, identifying potential tax credits, and producing tax reports, and guiding assigned ",2026-05-22T17:53:47Z,https://www.adzuna.in/land/ad/5737585829?se=pJoDdI1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=EE909314D53BB0D650EC5A08DC10D02C9EE4DECF
Internal Audit Manager(Big 4),Acme Services,"Bangalore, Karnataka",,,Accounting & Finance Jobs,"Location - Mumbai ,Bangalore Qualification- CA Qualified Key Responsibilities Conduct Internal Audits/Process Audits Review processes, subprocesses, and control activities Perform SOX/IFC reviews, develop SOPs Identify risks, assess controls, and recommend improvements Prepare reports and support go",2026-06-13T10:49:06Z,https://www.adzuna.in/land/ad/5762124128?se=pJoDdI1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=3FD96290521A37FD568670F90DDB2E213222C471
Presales Specialist,Zafify,"Mumbai, Maharashtra",,,Sales Jobs,"Job Title: Pre-Sales Executive Location: Mumbai (Kandivali East) Salary: ₹4 LPA Working Days: Monday to Friday About the Role We are looking for a dynamic and motivated Pre-Sales Executive to support business growth by identifying, qualifying, and nurturing sales opportunities. This role involves bo",2026-05-07T16:21:42Z,https://www.adzuna.in/land/ad/5721566373?se=pJoDdI1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=64081556092EC159EE78A41CE656DDDCFE3A9C69
Product Owner,Omni Recruit Private Limited,"Hyderabad, Telangana",,,IT Jobs,"Role Objective Own the functional product vision and backlog during Workday implementations, ensuring business requirements are translated into deployable, scalable solutions aligned with implementation timelines. Key Responsibilities Act as the functional owner during the implementation lifecycle: ",2026-06-13T10:50:57Z,https://www.adzuna.in/land/ad/5762129664?se=pJoDdI1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=8B77C0200EAE48E447713337099DD83633786912
Infertility Consultant/ Fertility Consultant,Confidential Healthcare and Life Sciences Company,"Kolkata, West Bengal",,,Healthcare & Nursing Jobs,"Role Summary The Fertility Consultant is responsible for providing comprehensive infertility evaluation, diagnosis, and treatment to couples seeking fertility care. The role involves performing Assisted Reproductive Technology (ART) procedures, counselling patients, and collaborating with a multidis",2026-06-13T18:47:28Z,https://www.adzuna.in/land/ad/5762609179?se=pJoDdI1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=2D7D56A66AF32C7765B1ED91218B320C8C3DC64F
Lead FPGA Design Engineers,ACL Digital,"Bangalore, Karnataka",,,Engineering Jobs,Job Title: Lead FPGA Design Engineer Experience Required: 7–12 years Location: Hyderabad/Bangalore Job Type: Full-time Industry: Semiconductor / Electronics / Embedded Systems Job Summary: We are looking for a highly skilled and experienced Lead FPGA Design Engineer to join our hardware design team.,2025-07-07T09:16:42Z,https://www.adzuna.in/land/ad/5289690326?se=pJoDdI1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=B96346ECAC82CC2DC06B84CBC61834C0AFDFAA79
Assistant Chef,The Hosteller,"Uttarakhand, India",,,Hospitality & Catering Jobs,"Job role: Chef/commis chef Location: Uttarakhand Department: F&B operations Job experience: Min. 3 years Job brief A chef shall be responsible for curating, preparing and cooking diverse range of Indian/Chinese/Continental menu dishes as per the company's standard operating procedures. He/she should",2026-06-02T16:34:54Z,https://www.adzuna.in/land/ad/5749037524?se=pJoDdI1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=F88FA75282E22C775C0C0D9C1A5C90B45628B5A9
Agile Project Manager(Only Immediate joiner accepted),Luxoft India,"Hyderabad, Telangana",,,IT Jobs,"Project Description: We are looking for a highly skilled Agile Project Manager with a strong background in Business Analysis and extensive experience leading parallel Scrum teams. The ideal candidate will have at least 8 years of hands-on experience in Agile delivery, including prior work as a Produ",2026-04-15T08:48:37Z,https://www.adzuna.in/land/ad/5699703645?se=pJoDdI1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=E7DA666C2E450B57106D07743F420937F4276DEC
Enterprise Sales Lead (BFSI),Leegality,"Mumbai, Maharashtra",,,Sales Jobs,"About Leegality: Leegality works with large Indian businesses to digitally transform critical compliance processes in a fast, easy and secure way. We have multiple products across 2 categories: Document Infrastructure: Products that help businesses build paperless processes at scale: Document Execut",2026-05-23T17:55:05Z,https://www.adzuna.in/land/ad/5738778485?se=pJoDdI1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=7FBDFF33923791E8C9B87978BCE9955CA373E4E5
Flutter Developer,NeOffice - Workspace Management Technology Solutions,"Bangalore, Karnataka",,,IT Jobs," Hiring | Flutter Developer (Consultant) | Work From Office · Bengaluru We're looking for an experienced Flutter Developer to join us as a consultant at Neoffice — based out of our Bengaluru office.  What you'll be working on: Our core product suite includes enterprise-grade transport, cafeteria, an",2026-06-15T01:05:15Z,https://www.adzuna.in/land/ad/5763749762?se=pJoDdI1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=E3C292D32795AC86579109BB1F15F5FD1C16B870
Remote Mathematics Specialist,Turing,"Kolkata, West Bengal",,,IT Jobs,"About Turing: Based in San Francisco, California, Turing is the world’s leading research accelerator for frontier AI labs and a trusted partner for global enterprises deploying advanced AI systems. Turing supports customers in two ways: first, by accelerating frontier research with high-quality data",2026-06-14T17:22:12Z,https://www.adzuna.in/land/ad/5763544775?se=pJoDdI1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=76060D6C3D73F676F9484ACE5E019C7FF8FD1126
Marketing Manager,Leadership Talent Hunters,"Mumbai, Maharashtra",,,"PR, Advertising & Marketing Jobs","We are seeking a Manager Branding (Marketing) for a luxury retail brand. Job Profile :Brand Strategy & Managemen tDevelop, implement, and sustain an integrated Brand & Communications strategy aligned with organizational objectives .Strengthen brand equity and consistency across all consumer touchpoi",2026-06-05T17:22:26Z,https://www.adzuna.in/land/ad/5753195010?se=pJoDdI1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=D13B1AECACDE9E09B3818FFF7F7BDC68E04204C9
SAP FI - GTS,Risebird,India,,,Admin Jobs,"Hi, We provide on-demand video interviews service to employers and job-seekers. We looking for part time remote interviewer for SAP FI - GTS . Please apply immediately if you are interested. you will get a call from our team member. PLEASE REVIEW THE DETAILS, AND YOU CAN ALSO APPLY USING THIS LINK: ",2026-06-10T18:02:45Z,https://www.adzuna.in/land/ad/5758515390?se=pJoDdI1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=E4B6F4A94888D75592B21CB09D4DBBC48C5F4BB5
